feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,label
-522.4734497070312,91.14642333984375,30.834766387939453,22.05553436279297,9.75437068939209,19.00557518005371,6.437374591827393,13.417333602905273,8.116722106933594,7.204329967498779,6.716771125793457,4.708878993988037,1.7484469413757324,0.8143978714942932,0.6825857758522034,0.6061863303184509,0.5870136022567749,0.5672734379768372,0.5895316004753113,0.6259750723838806,0.628380298614502,0.6433932781219482,0.7021130919456482,0.8509553670883179,0.8913443088531494,12.323742830837391,10.993334551143763,10.496177678763011,12.90706098596567,12.99645571080157,15.388266204432291,48.63496730387381,0.05098402946964018,periculos
-339.09521484375,64.20631408691406,-74.1214599609375,71.47743225097656,-23.76639747619629,34.28202438354492,-24.6005916595459,12.125650405883789,-20.592660903930664,11.512593269348145,-11.088759422302246,0.7850776314735413,-3.2408559322357178,0.4778037667274475,0.549116313457489,0.5250954627990723,0.46816110610961914,0.4765889048576355,0.5393871665000916,0.4458242654800415,0.48748132586479187,0.431829035282135,0.41749903559684753,0.4845278561115265,0.39825430512428284,10.780088458288947,8.25471907149522,10.154923000919093,13.179557763714298,15.197564666988438,14.291711943466595,51.249598392901596,0.17557756696428573,periculos
-398.5888671875,83.89033508300781,-5.708277702331543,20.567401885986328,0.2641429901123047,9.934720993041992,1.9782854318618774,10.479864120483398,-0.1099449172616005,4.302024841308594,0.39071178436279297,5.119828224182129,0.7084525227546692,0.5048635601997375,0.4458982050418854,0.45797452330589294,0.6182829141616821,0.6198164820671082,0.558673620223999,0.5010508298873901,0.5352621078491211,0.48125654458999634,0.43643736839294434,0.45809006690979004,0.6201207637786865,12.157865814684731,9.07320569445377,12.03845097812643,16.35377488173254,16.041529169487838,17.02159618845358,47.520022900754185,0.08169021606445312,periculos
-505.9114074707031,-4.199735164642334,-35.70383834838867,40.0488395690918,-34.0535774230957,22.6510066986084,-15.714253425598145,11.244149208068848,-5.227299690246582,-0.5840334892272949,-0.23146496713161469,5.056960582733154,-5.196557521820068,0.3922908306121826,0.6709239482879639,0.45784997940063477,0.3399384617805481,0.2694855034351349,0.2863119840621948,0.2228625863790512,0.2101738005876541,0.269638329744339,0.3930337727069855,0.27553632855415344,0.2592555582523346,15.487374992076255,7.229825290427853,10.06019941292439,12.267260737956022,14.23857437389592,16.98465044629157,59.52172813473472,0.3673309498587571,periculos
-250.59317016601562,76.22442626953125,-7.976290702819824,40.80563735961914,-7.637669086456299,26.200428009033203,-5.949769973754883,18.48310661315918,-5.052119731903076,18.359792709350586,-7.5375213623046875,12.598714828491211,-6.793514251708984,0.7014021277427673,0.731679379940033,0.7248035669326782,0.7138340473175049,0.6823925971984863,0.7334671020507812,0.7163248062133789,0.6895707249641418,0.6353053450584412,0.6022741198539734,0.6027206778526306,0.6392672657966614,10.68935026684628,9.12759706885385,11.140198494607983,13.060031120914436,13.839898887689184,14.63623465036491,56.14998635687421,0.13430247587316177,periculos
-536.9959106445312,65.49095916748047,10.15855598449707,31.641063690185547,14.970499992370605,28.492719650268555,1.1147831678390503,18.357868194580078,3.9825682640075684,7.74356746673584,5.687330722808838,4.791750431060791,-7.536275386810303,0.5833207368850708,0.4924512803554535,0.62747722864151,0.46194374561309814,0.42280465364456177,0.46082085371017456,0.5046536922454834,0.5405189394950867,0.5126668214797974,0.612982451915741,0.47410374879837036,0.5521977543830872,10.14157179362762,11.05479796411145,13.046855148191796,12.427789502984245,16.77515572800469,20.92251058880541,55.64481763497728,0.13034300085616438,periculos
-511.7253112792969,49.44410705566406,7.684973239898682,15.918475151062012,-10.094486236572266,6.970853328704834,-2.4979636669158936,6.149660110473633,-3.1735873222351074,5.5179595947265625,-1.4601609706878662,4.568762302398682,-0.36172962188720703,0.5441300868988037,0.6317945718765259,0.557126522064209,0.5505881905555725,0.5751091837882996,0.5679450035095215,0.673466145992279,0.7855726480484009,0.6281633377075195,0.5514401197433472,0.5680333375930786,0.5612159371376038,11.969311355964994,8.281994057273334,10.334691349950603,12.72403747530213,14.435574232097153,13.47503299085836,52.560789908824106,0.18094308035714285,periculos
-442.4700012207031,5.263900279998779,-29.192262649536133,26.56476402282715,-14.138833045959473,16.185832977294922,-15.661796569824219,8.523432731628418,-20.693464279174805,2.9223716259002686,-18.007081985473633,1.366391897201538,-19.077733993530273,0.5884043574333191,0.6996304392814636,0.5710887908935547,0.500705897808075,0.44024035334587097,0.43235722184181213,0.3770004212856293,0.4109780192375183,0.5320917963981628,0.5083721280097961,0.5008072853088379,0.5196009278297424,16.939933900574047,10.579389483838877,12.404880405016161,14.98382850787218,16.180026671381285,17.86951433403772,54.55565195679619,0.3127132722701149,periculos
-350.90362548828125,12.374011993408203,-33.50079345703125,30.26616668701172,-31.357938766479492,11.059950828552246,-21.513463973999023,4.334103584289551,-21.880958557128906,5.655487060546875,-15.863337516784668,-0.439054936170578,-20.704055786132812,0.5229532122612,0.37653034925460815,0.3346421718597412,0.5295500159263611,0.5962579846382141,0.21619676053524017,0.374527245759964,0.3658861517906189,0.24756620824337006,0.23552973568439484,0.27315184473991394,0.3824278712272644,16.72117811502489,8.101763587861965,10.670450582481227,13.083627906590078,15.975819547147404,17.546832826050657,59.44548822815369,0.3332379220545977,periculos
-410.12078857421875,66.13783264160156,-53.004390716552734,24.233224868774414,-18.271005630493164,9.656728744506836,-9.831571578979492,-7.172086715698242,-0.9073630571365356,-3.6815295219421387,-10.137748718261719,7.483489036560059,-3.2356929779052734,0.24941648542881012,0.26842838525772095,0.45772865414619446,0.408867210149765,0.37317049503326416,0.2988010346889496,0.2702751159667969,0.47855353355407715,0.5649420619010925,0.5579217076301575,0.4790913760662079,0.4056635797023773,9.306175482128817,8.410365586015791,10.345352852961485,12.601516674573196,14.861681450308762,20.358189733745284,61.67883670538043,0.20635684173886137,periculos
